,url,long,lat
543,https://www.geonames.org/3030967,4.16667,47.25
544,https://www.geonames.org/2983165,4.5222,49.9261
545,https://www.geonames.org/3728016,-72.45,19.56667
546,https://www.geonames.org/2985246,6,44
547,https://www.geonames.org/2969844,4.31667,45.6
548,https://www.geonames.org/2929622,6.31531,51.07947
549,https://www.geonames.org/2982330,2.78959,49.70038
550,https://www.geonames.org/3022610,2.48477,49.25672
551,https://www.geonames.org/12148853,1.4171,50.04935
552,https://www.geonames.org/2017370,100,60
553,https://www.geonames.org/2659994,6.63282,46.516
554,https://www.geonames.org/3099434,18.64912,54.35227
555,https://www.geonames.org/2748000,5.9875,51.19417
556,https://www.geonames.org/2987270,2.9779,49.34878
557,https://www.geonames.org/3024673,6.18681,48.89356
558,https://www.geonames.org/3029748,2.49223,48.6942
559,https://www.geonames.org/2975349,4.94028,49.70187
560,https://www.geonames.org/3205791,7.87548,51.54591
561,https://www.geonames.org/2267057,-9.13333,38.71667
562,https://www.geonames.org/2980104,3.09297,45.03374
563,https://www.geonames.org/2785470,4.9378,50.80745
564,https://www.geonames.org/3096880,18.09102,51.76109
565,https://www.geonames.org/3002172,1.41168,49.24557
566,https://www.geonames.org/2658564,7.53714,47.20791
567,https://www.geonames.org/3031030,4.5683,45.29899
568,https://www.geonames.org/5128581,-74.00597,40.71427
569,https://www.geonames.org/2791537,4.47762,51.02574
570,https://www.geonames.org/2988998,4.80755,45.71404
571,https://www.geonames.org/3014078,7.79051,48.81557
572,https://www.geonames.org/2986495,0.34348,46.58261
573,https://www.geonames.org/2977921,-2.2179,47.27506
574,https://www.geonames.org/2968529,2.44925,48.73219
575,https://www.geonames.org/2953402,9.77361,49.4925
576,https://www.geonames.org/2994651,2.65356,48.5457
577,https://www.geonames.org/2953507,7.71369,50.33544
578,https://www.geonames.org/3030424,4.76712,49.3228
579,https://www.geonames.org/3030990,2.31781,48.77888
580,https://www.geonames.org/3024297,7.35584,48.08078
581,https://www.geonames.org/2589581,3,28
582,https://www.geonames.org/3034911,5.16108,48.77275
583,https://www.geonames.org/2997395,-0.04611,43.09461
584,https://www.geonames.org/130758,53,32
585,https://www.geonames.org/2935022,13.73832,51.05089
586,https://www.geonames.org/3023647,0.37654,49.24803
587,https://www.geonames.org/12122725,2.22787,48.82195
588,https://www.geonames.org/2814533,6.54819,51.13671
589,https://www.geonames.org/2973783,7.74553,48.58392
590,https://www.geonames.org/2660718,7.15128,46.80237
591,https://www.geonames.org/2874747,12.14164,51.25671
592,https://www.geonames.org/3031005,2.4,47.08333
593,https://www.geonames.org/2843198,7,51.41667
594,https://www.geonames.org/2898098,7.34471,51.14979
595,https://www.geonames.org/2910831,9.73322,52.37052
596,https://www.geonames.org/2918271,11.30678,50.52463
597,https://www.geonames.org/2800438,5.6341,50.5828
598,https://www.geonames.org/2748179,5.91545,51.97198
